index,sourceArray,name,type,muscleGroup,equipment,tags,description,clientDescription,isPublic
"83","exercises","Estiramiento Lumbar","STRETCHING","Columna Lumbar","Peso corporal","estiramiento|lumbar|espalda baja|columna|relajación|flexibilidad","Estiramiento pasivo de la región lumbar realizado acostado llevando ambas rodillas hacia el pecho. Favorece la relajación de la musculatura de la espalda baja, mejora la movilidad lumbar y puede ayudar a reducir la sensación de rigidez después de períodos prolongados sentado o de actividad física.","Acostate boca arriba sobre una colchoneta con las piernas extendidas. Flexioná ambas rodillas y llevalas lentamente hacia el pecho. Abrazá las piernas con los brazos sin tirar con fuerza y mantené la espalda relajada contra el suelo. Respirás profundo y sostené la posición durante 20-30 segundos. Volvé lentamente a la posición inicial. El movimiento debe ser cómodo y nunca generar dolor.","true"
"84","exercises","Estiramiento de Tibial sentado","STRETCHING","Tibial anterior","Peso corporal","estiramiento|tibial|tibial anterior|tobillos|piernas|flexibilidad","Estiramiento pasivo de la musculatura anterior de la pierna realizado sentado sobre los empeines. Favorece la movilidad del tobillo y reduce la tensión acumulada en la parte frontal de la pierna, siendo especialmente útil después de caminar, correr o realizar actividades que demanden repetidamente los tobillos.","Arrodillate sobre una colchoneta y apoyá suavemente los empeines contra el suelo. Sentate lentamente sobre los talones manteniendo ambos pies relajados. Sentí una tensión suave en la parte frontal de las piernas y los tobillos. Mantené la posición entre 20 y 30 segundos respirando profundamente. No rebotes ni fuerces la posición. Si sentís dolor en los tobillos, reducí la presión o salí del ejercicio.","true"
"85","exercises","Estiramiento de Pecho contra pared","STRETCHING","Pecho","Pared","estiramiento|pecho|pectorales|hombros|postura|pared","Estiramiento pasivo de los músculos pectorales realizado con el brazo apoyado contra una pared mientras se rota suavemente el torso. Mejora la movilidad del hombro y la apertura del pecho, ayudando a compensar la postura encorvada y la rigidez producida por permanecer mucho tiempo sentado.","Parate junto a una pared y apoyá la palma y el brazo contra ella. Mantené el brazo extendido y girá lentamente el torso en dirección contraria a la pared hasta sentir un estiramiento cómodo en el pecho y la parte frontal del hombro. Mantené el abdomen ligeramente activo y evitá arquear demasiado la espalda. Sostené la posición durante 20-30 segundos respirando profundo. Cambiá de lado.","true"
"86","exercises","Estiramiento de Glúteos acostado","STRETCHING","Glúteos","Peso corporal","estiramiento|glúteos|cadera|piriforme|flexibilidad|acostado","Estiramiento pasivo de los glúteos y musculatura profunda de la cadera realizado acostado. Favorece la movilidad de la cadera, reduce la sensación de tensión en los glúteos y puede ser útil después de correr, entrenar piernas o permanecer sentado durante períodos prolongados.","Acostate boca arriba y flexioná ambas rodillas. Apoyá un tobillo sobre el muslo de la pierna contraria formando una figura similar a un cuatro. Sujetá la pierna de apoyo y acercala lentamente hacia el pecho hasta sentir un estiramiento cómodo en el glúteo de la pierna cruzada. Mantené la espalda apoyada y relajá los hombros. Sostené 30-45 segundos y cambiá de lado.","true"
"87","exercises","Estiramiento de Bíceps en pared","STRETCHING","Bíceps","Pared","estiramiento|bíceps|brazo|hombros|pared|flexibilidad","Estiramiento pasivo del bíceps braquial realizado con el brazo extendido y apoyado contra una pared mientras se rota suavemente el torso. Favorece la movilidad del hombro y reduce la tensión acumulada en la parte anterior del brazo.","Parate de costado junto a una pared y apoyá la palma de la mano contra ella con el brazo extendido. Mantené el brazo aproximadamente a la altura del hombro y girá lentamente el torso en dirección contraria a la pared. Sentí un estiramiento suave en el bíceps y la parte frontal del hombro. No fuerces la posición. Mantené 20-30 segundos y repetí con el otro brazo.","true"
"88","exercises","Estiramiento de Tríceps tras nuca","STRETCHING","Tríceps","Peso corporal","estiramiento|tríceps|brazos|hombros|flexibilidad|tras nuca","Estiramiento pasivo del tríceps braquial realizado llevando un brazo flexionado por detrás de la cabeza. Mejora la movilidad del hombro y la flexibilidad del tríceps, siendo útil después de ejercicios de empuje o trabajo específico de brazos.","Parate o sentate con la espalda recta. Elevá un brazo por encima de la cabeza y flexioná el codo llevando la mano hacia la parte superior de la espalda. Con la otra mano sujetá suavemente el codo y acercalo hacia la cabeza sin generar dolor. Mantené el abdomen activo y evitá arquear la espalda. Sostené durante 20-30 segundos, respirando profundamente, y cambiá de brazo.","true"
"89","exercises","Estiramiento de Tríceps en pared","STRETCHING","Tríceps","Pared","estiramiento|tríceps|brazos|hombros|pared|movilidad","Estiramiento pasivo del tríceps y la musculatura posterior del brazo realizado con el antebrazo apoyado sobre una pared mientras el torso se inclina progresivamente. Favorece la movilidad del hombro y reduce la tensión de la parte posterior del brazo.","Parate frente a una pared y apoyá el antebrazo y la mano contra ella con el codo flexionado. Mantené el brazo elevado y comenzá a inclinar lentamente el torso hacia adelante y hacia abajo. Sentí un estiramiento suave en la parte posterior del brazo y el hombro. No rebotes ni fuerces el movimiento. Mantené la posición entre 20 y 30 segundos y repetí con el otro brazo.","true"
"90","exercises","Estiramiento Lumbar con rotación","STRETCHING","Columna Lumbar","Peso corporal","estiramiento|lumbar|rotación|espalda baja|columna|acostado","Estiramiento pasivo de la región lumbar y musculatura de la columna realizado acostado mediante una rotación controlada de las piernas. Mejora la movilidad rotacional de la zona lumbar y ayuda a reducir la sensación de rigidez de la espalda baja.","Acostate boca arriba con los brazos extendidos hacia los lados. Flexioná las rodillas y mantené los pies apoyados. Dejá caer lentamente ambas rodillas hacia un lado mientras mantenés los hombros en contacto con el suelo. Girá solo hasta sentir un estiramiento cómodo en la espalda baja y la cadera. Mantené 20-30 segundos respirando profundo y volvé lentamente al centro. Repetí hacia el otro lado.","true"
"91","exercises","Flexión de Cuello","STRETCHING","Cuello","Peso corporal","estiramiento|cuello|cervical|movilidad|relajación","Estiramiento pasivo de la musculatura posterior del cuello mediante una flexión cervical suave. Ayuda a reducir la sensación de tensión acumulada en la zona cervical y mejora la movilidad del cuello cuando se realiza de manera controlada.","Sentate o parate con la espalda recta y los hombros relajados. Bajá lentamente el mentón hacia el pecho sin encorvar el resto de la espalda. Sentí un estiramiento suave en la parte posterior del cuello. No empujes la cabeza con las manos. Mantené la posición durante 15-20 segundos respirando de manera tranquila y luego volvé lentamente a la posición inicial.","true"
"92","exercises","Rotación de Cuello","STRETCHING","Cuello","Peso corporal","estiramiento|cuello|cervical|rotación|movilidad","Movilización pasiva y controlada de la columna cervical mediante una rotación suave de la cabeza. Favorece el rango de movimiento del cuello y ayuda a disminuir la sensación de rigidez cervical.","Sentate o parate con la espalda recta y los hombros completamente relajados. Girá lentamente la cabeza hacia un lado hasta alcanzar un rango cómodo. No inclines ni levantes la cabeza. Mantené brevemente la posición final y luego regresá lentamente al centro. Repetí hacia el otro lado. El movimiento debe ser suave, lento y nunca doloroso.","true"
"93","exercises","Estiramiento de Bíceps con brazos detrás","STRETCHING","Bíceps","Peso corporal","estiramiento|bíceps|brazos|pecho|hombros|flexibilidad","Estiramiento pasivo de los bíceps y la parte anterior de los hombros realizado colocando los brazos detrás del cuerpo y extendiendo suavemente los codos. Favorece la apertura del pecho y la movilidad de los hombros.","Parate con los pies separados al ancho de las caderas. Llevá ambos brazos detrás del cuerpo y entrelazá las manos si te resulta cómodo. Extendé suavemente los codos y alejando las manos del cuerpo abrí el pecho. Mantené los hombros abajo y evitá arquear demasiado la espalda. Sostené entre 20 y 30 segundos respirando profundamente.","true"
"94","exercises","Estiramiento de Dorsales con abrazo","STRETCHING","Espalda","Peso corporal","estiramiento|dorsales|espalda alta|hombros|abrazo|flexibilidad","Estiramiento pasivo de la musculatura dorsal y de la parte superior de la espalda realizado abrazando el propio cuerpo y separando las escápulas. Favorece la movilidad de la cintura escapular y ayuda a reducir la rigidez de la espalda alta.","Parate o sentate con la espalda cómoda. Cruzá ambos brazos delante del pecho como si te estuvieras abrazando. Intentá llevar las manos hacia la parte posterior de los hombros mientras empujás suavemente los codos hacia adelante. Redondeá ligeramente la parte superior de la espalda y separá las escápulas. Mantené 20-30 segundos respirando profundo y relajando el cuello.","true"
"95","exercises","Estiramiento de Flexores de Cadera arrodillado","STRETCHING","Flexores de cadera","Peso corporal","estiramiento|cadera|flexores|psoas|zancada|movilidad","Estiramiento pasivo de los flexores de la cadera realizado desde una posición de zancada arrodillada. Mejora la movilidad de la cadera y ayuda a reducir la tensión del psoas y otros músculos flexores después de permanecer sentado durante períodos prolongados.","Arrodillate con una rodilla apoyada en el suelo y colocá el otro pie adelante formando una zancada. Mantené la espalda recta y contraé suavemente el glúteo de la pierna que queda atrás. Llevá lentamente la pelvis hacia adelante sin arquear la zona lumbar. Sentí el estiramiento en la parte frontal de la cadera de la pierna atrasada. Mantené 30-45 segundos y cambiá de lado.","true"
"96","exercises","Estiramiento de Glúteos sentado","STRETCHING","Glúteos","Peso corporal","estiramiento|glúteos|cadera|sentado|piriforme|flexibilidad","Estiramiento pasivo de los glúteos realizado sentado con una pierna cruzada sobre la otra mientras el torso se inclina hacia adelante. Favorece la movilidad de la cadera y ayuda a reducir la tensión de los glúteos y la musculatura profunda de la cadera.","Sentate en el suelo con las piernas extendidas. Flexioná una rodilla y cruzá esa pierna sobre la otra, apoyando el pie en el suelo. Mantené la espalda recta y acercá lentamente el torso hacia la pierna cruzada desde las caderas. Sentí el estiramiento en el glúteo de la pierna cruzada. Mantené 20-30 segundos respirando profundo y cambiá de lado.","true"
"97","exercises","Estiramiento de Hombro cruzado","STRETCHING","Hombros","Peso corporal","estiramiento|hombros|deltoides|brazo|movilidad|flexibilidad","Estiramiento pasivo de la parte posterior del hombro mediante el cruce del brazo frente al pecho. Favorece la movilidad de la articulación del hombro y reduce la tensión acumulada en el deltoides posterior y la zona escapular.","Parate o sentate con la espalda recta. Llevá un brazo extendido frente al pecho y cruzalo hacia el hombro contrario. Con la otra mano sujetá suavemente el brazo por encima del codo y acercalo hacia el cuerpo. Mantené los hombros relajados y evitá girar el torso. Sostené durante 20-30 segundos y cambiá de lado.","true"
"98","exercises","Estiramiento de Cuádriceps de pie","STRETCHING","Cuádriceps","Peso corporal","estiramiento|cuádriceps|piernas|rodilla|de pie|flexibilidad","Estiramiento pasivo de los músculos cuádriceps realizado de pie sujetando un pie detrás del cuerpo. Mejora la flexibilidad de la parte anterior del muslo y la movilidad de la rodilla y la cadera.","Parate derecho y, si necesitás, apoyá una mano en una pared para mantener el equilibrio. Flexioná una rodilla y sujetá el empeine del pie con la mano del mismo lado. Llevá suavemente el talón hacia los glúteos manteniendo las rodillas juntas. Evitá arquear la espalda o llevar la rodilla hacia adelante. Mantené 20-30 segundos y cambiá de pierna.","true"
"99","exercises","Estiramiento de Cuádriceps arrodillado","STRETCHING","Cuádriceps","Peso corporal","estiramiento|cuádriceps|piernas|rodilla|arrodillado|flexibilidad","Estiramiento pasivo de los cuádriceps realizado desde una posición arrodillada llevando el talón hacia el glúteo. Produce un estiramiento profundo de la parte anterior del muslo y puede mejorar la movilidad de la cadera y la rodilla.","Arrodillate sobre una colchoneta con una rodilla apoyada en el suelo. Flexioná la pierna trasera y llevá el talón hacia el glúteo sujetando el pie con la mano. Mantené la pelvis neutra y contraé suavemente el abdomen. Sentí el estiramiento en la parte frontal del muslo. No fuerces la rodilla ni arquees la espalda. Mantené 20-30 segundos y cambiá de lado.","true"
"100","exercises","Estiramiento de Gemelos en escalón","STRETCHING","Pantorrilla","Step","estiramiento|gemelos|pantorrillas|tobillos|step|flexibilidad","Estiramiento pasivo de los músculos gastrocnemios y sóleo realizado colocando el antepié sobre un escalón y descendiendo lentamente el talón. Mejora la flexibilidad de la pantorrilla y la movilidad del tobillo.","Parate sobre un escalón apoyando el antepié de una o ambas piernas y dejando los talones fuera del borde. Sujetate de una superficie estable para mantener el equilibrio. Descendé lentamente los talones hacia abajo hasta sentir un estiramiento cómodo en las pantorrillas. Mantené la posición entre 20 y 30 segundos sin rebotar. Subí lentamente y repetí.","true"
"101","exercises","Estiramiento de Pecho en puerta","STRETCHING","Pecho","Puerta","estiramiento|pecho|pectorales|hombros|puerta|postura","Estiramiento pasivo de los músculos pectorales realizado utilizando el marco de una puerta como apoyo. Favorece la apertura del pecho, la movilidad de los hombros y una postura más erguida.","Parate en el marco de una puerta y apoyá ambos antebrazos o manos sobre los laterales del marco. Colocá un pie adelante y avanzá lentamente con el cuerpo hasta sentir un estiramiento suave en el pecho y la parte frontal de los hombros. Mantené la espalda neutra y no fuerces los hombros hacia atrás. Sostené entre 20 y 30 segundos respirando profundamente.","true"
"102","exercises","Estiramiento de Hombro sobre la cabeza","STRETCHING","Hombros","Peso corporal","estiramiento|hombros|deltoides|movilidad|brazo|flexibilidad","Estiramiento pasivo de la musculatura del hombro realizado elevando el brazo por encima de la cabeza. Favorece la movilidad de la articulación del hombro y ayuda a disminuir la rigidez de la parte superior del cuerpo.","Parate o sentate con la espalda recta. Elevá un brazo por encima de la cabeza y flexioná ligeramente el codo. Con la otra mano sujetá suavemente el brazo y guiá el movimiento hasta sentir un estiramiento cómodo en el hombro. Mantené la columna neutra y evitá compensar arqueando la espalda. Sostené durante 20-30 segundos y cambiá de brazo.","true"
"103","exercises","Estiramiento de Isquiotibiales de pie","STRETCHING","Femoral","Peso corporal","estiramiento|isquiotibiales|femoral|piernas|de pie|flexibilidad","Estiramiento pasivo de los músculos isquiotibiales realizado de pie mediante una flexión de cadera con las piernas extendidas. Mejora la flexibilidad de la cadena posterior y favorece la movilidad de la cadera.","Parate con los pies separados aproximadamente al ancho de las caderas. Mantené las piernas extendidas pero sin bloquear las rodillas. Incliná lentamente el torso hacia adelante desde las caderas manteniendo la espalda lo más recta posible. Bajá hasta sentir un estiramiento cómodo en la parte posterior de los muslos. Mantené 20-30 segundos respirando profundo y volvé lentamente a la posición inicial.","true"
"104","exercises","Estiramiento de Isquiotibiales sentado","STRETCHING","Femoral","Peso corporal","estiramiento|isquiotibiales|femoral|piernas|sentado|flexibilidad","Estiramiento pasivo de los músculos isquiotibiales realizado sentado con una pierna extendida. Mejora la flexibilidad de la cadena posterior, favorece la movilidad de la cadera y puede ayudar a reducir la sensación de rigidez después de permanecer mucho tiempo sentado.","Sentate en el suelo con una pierna extendida hacia adelante y la otra flexionada. Mantené la espalda recta y el pecho abierto. Inclinate lentamente hacia adelante desde las caderas intentando acercar el torso a la pierna extendida. Llegá hasta sentir un estiramiento cómodo en la parte posterior del muslo. No fuerces para tocar el pie. Mantené 30-45 segundos respirando profundo y cambiá de pierna.","true"
"105","exercises","Estiramiento de Isquiotibiales con banda","STRETCHING","Femoral","Banda","estiramiento|isquiotibiales|femoral|banda|piernas|flexibilidad","Estiramiento pasivo asistido de los músculos isquiotibiales realizado acostado utilizando una banda elástica para elevar la pierna extendida. Permite controlar el rango de movimiento y facilita un estiramiento progresivo de la cadena posterior.","Acostate boca arriba con ambas piernas extendidas. Colocá una banda alrededor del pie de una pierna y sujetá sus extremos con las manos. Elevá lentamente esa pierna manteniendo la rodilla extendida y ayudándote con la banda. Subí hasta sentir un estiramiento cómodo en la parte posterior del muslo. No rebotes ni fuerces el rango. Mantené 20-30 segundos y cambiá de pierna.","true"
"106","exercises","Estiramiento de Sóleo de pie","STRETCHING","Pantorrilla","Pared","estiramiento|sóleo|gemelos|pantorrillas|tobillos|pared","Estiramiento pasivo del músculo sóleo realizado de pie con la rodilla ligeramente flexionada y el talón apoyado. Favorece la movilidad del tobillo y reduce la tensión de la parte profunda de la pantorrilla.","Parate frente a una pared y apoyá ambas manos. Colocá una pierna atrás con el talón completamente apoyado en el suelo. Flexioná ligeramente la rodilla de la pierna trasera y llevá lentamente el cuerpo hacia adelante manteniendo el talón abajo. Sentí el estiramiento en la parte inferior de la pantorrilla. Mantené 20-30 segundos y cambiá de pierna.","true"
"107","exercises","Estiramiento de Isquiotibiales sentado","STRETCHING","Femoral","Peso corporal","estiramiento|isquiotibiales|femoral|posterior|piernas|sentado","Estiramiento pasivo de la cadena posterior de las piernas realizado sentado mediante una flexión del torso hacia adelante. Favorece la flexibilidad de los isquiotibiales y la movilidad de la cadera.","Sentate en el suelo con ambas piernas extendidas hacia adelante. Mantené la espalda lo más recta posible e incliná lentamente el torso desde las caderas hacia las piernas. Alcanzá los pies, los tobillos o las pantorrillas según tu movilidad. No rebotes ni fuerces el movimiento. Mantené la posición durante 20-30 segundos respirando profundamente.","true"
"108","exercises","Estiramiento de Aductores sentado","STRETCHING","Aductores","Peso corporal","estiramiento|aductores|cadera|piernas|sentado|flexibilidad","Estiramiento pasivo de los músculos aductores de la cadera realizado sentado con las piernas abiertas. Favorece la movilidad de la cadera y mejora la flexibilidad de la parte interna de los muslos.","Sentate en el suelo y abrí las piernas hacia los lados hasta encontrar una posición cómoda. Mantené las rodillas extendidas sin forzarlas. Relajá las piernas y, si te resulta cómodo, incliná suavemente el torso hacia adelante desde las caderas. Sentí el estiramiento en la parte interna de los muslos. Mantené 20-30 segundos respirando profundo y sin rebotes.","true"
"109","exercises","Postura del Niño","STRETCHING","Espalda","Peso corporal","estiramiento|postura del niño|yoga|espalda|relajación|movilidad","Postura de descanso utilizada en yoga que proporciona un estiramiento suave de la espalda, caderas y parte posterior del cuerpo. Favorece la relajación muscular, la movilidad de la columna y la recuperación después de períodos de actividad o tensión.","Arrodillate sobre una colchoneta y llevá lentamente los glúteos hacia los talones. Inclinate hacia adelante hasta apoyar el torso sobre los muslos y extendé los brazos hacia adelante o dejalos relajados junto al cuerpo. Apoyá la frente en la colchoneta si llegás cómodamente. Respirás profundo y relajá progresivamente la espalda. Mantené la postura entre 30 y 60 segundos.","true"
"110","exercises","Estiramiento de Pectorales contra pared","STRETCHING","Pecho","Peso corporal","estiramiento|pectorales|pecho|hombros|pared|postura","Estiramiento pasivo de los músculos pectorales realizado contra una pared mediante la apertura progresiva del pecho. Favorece la movilidad de los hombros y ayuda a reducir la rigidez de la parte anterior del torso.","Parate junto a una pared y apoyá la mano y el antebrazo contra ella. Girá lentamente el torso en dirección contraria a la pared hasta sentir un estiramiento suave en el pecho. Mantené el hombro relajado y evitá girar demasiado rápido. Sostené durante 20-30 segundos respirando profundamente y repetí con el otro lado.","true"
"111","exercises","Estiramiento de Glúteos acostado","STRETCHING","Glúteos","Peso corporal","estiramiento|glúteos|cadera|piriforme|acostado|flexibilidad","Estiramiento pasivo de los glúteos realizado acostado mediante la flexión y cruce de una pierna sobre la otra. Favorece la movilidad de la cadera y reduce la tensión de la musculatura glútea y profunda.","Acostate boca arriba con ambas rodillas flexionadas. Apoyá el tobillo de una pierna sobre el muslo contrario y acercá lentamente la pierna de apoyo hacia el pecho. Sujetá la pierna con las manos y tirá suavemente hasta sentir un estiramiento cómodo en el glúteo. Mantené la espalda apoyada y respirás profundo durante 30-45 segundos. Cambiá de lado.","true"
"112","exercises","Estiramiento lateral de Cuello","STRETCHING","Cuello","Peso corporal","estiramiento|cuello|cervical|trapecio|movilidad|relajación","Estiramiento pasivo de la musculatura lateral del cuello realizado mediante una inclinación controlada de la cabeza hacia un lado. Ayuda a reducir la tensión de los músculos cervicales y del trapecio superior.","Sentate o parate con la espalda recta y los hombros relajados. Incliná lentamente la cabeza hacia un lado acercando la oreja al hombro sin levantar el hombro. Mantené el rostro mirando hacia adelante. Sentí un estiramiento suave en el lateral del cuello. Sostené durante 15-20 segundos y cambiá de lado. No tires de la cabeza con fuerza.","true"
"113","exercises","Estiramiento de Gemelos contra pared","STRETCHING","Pantorrilla","Peso corporal","estiramiento|gemelos|pantorrillas|tobillos|pared|piernas","Estiramiento pasivo de los músculos gastrocnemios realizado de pie utilizando una pared como apoyo. Mejora la flexibilidad de la pantorrilla y favorece la movilidad del tobillo.","Parate frente a una pared y apoyá ambas manos. Colocá una pierna atrás con la rodilla extendida y el talón completamente apoyado en el suelo. Flexioná la rodilla delantera y llevá lentamente el cuerpo hacia la pared. Sentí el estiramiento en la pantorrilla de la pierna atrasada. Mantené 20-30 segundos y cambiá de pierna.","true"
"114","exercises","Estiramiento de Dorsales sobre la cabeza","STRETCHING","Espalda","Peso corporal","estiramiento|dorsales|espalda|hombros|movilidad|flexibilidad","Estiramiento pasivo de los músculos dorsales realizado elevando los brazos por encima de la cabeza y alargando el torso. Favorece la movilidad de los hombros y la flexibilidad de la musculatura lateral de la espalda.","Parate o sentate con la espalda recta. Elevá ambos brazos por encima de la cabeza y entrelazá las manos si te resulta cómodo. Estirá los brazos hacia arriba mientras mantenés los hombros alejados de las orejas. Podés realizar una ligera inclinación lateral para aumentar suavemente el estiramiento de un lado de la espalda. Mantené 20-30 segundos respirando profundo.","true"
"115","exercises","Rotación espinal acostado","STRETCHING","Columna Lumbar","Peso corporal","estiramiento|rotación espinal|lumbar|espalda|columna|acostado","Estiramiento pasivo de la columna y musculatura lumbar realizado acostado mediante una rotación controlada de las piernas hacia un lado. Favorece la movilidad rotacional de la columna y ayuda a reducir la sensación de rigidez en la espalda.","Acostate boca arriba con los brazos extendidos hacia los lados. Flexioná ambas rodillas y elevá ligeramente los pies. Llevá lentamente las rodillas hacia un lado mientras mantenés los hombros apoyados en el suelo. Girá solo hasta alcanzar una posición cómoda. Mantené 20-30 segundos respirando profundamente y regresá al centro. Repetí hacia el otro lado.","true"
"116","exercises","Estiramiento de Cuádriceps acostado","STRETCHING","Cuádriceps","Peso corporal","estiramiento|cuádriceps|piernas|rodilla|acostado|flexibilidad","Estiramiento pasivo de los músculos cuádriceps realizado acostado mediante la flexión de la rodilla y llevando el talón hacia los glúteos. Favorece la flexibilidad de la parte anterior del muslo y la movilidad de la rodilla y cadera.","Acostate boca abajo sobre una colchoneta con las piernas extendidas. Flexioná una rodilla y llevá lentamente el talón hacia el glúteo. Sujetá el empeine con la mano del mismo lado y acercá suavemente el pie al cuerpo. Mantené las rodillas juntas y evitá levantar la pelvis del suelo. Sostené durante 20-30 segundos y cambiá de pierna.","true"
"117","exercises","Salto al cajón","PLYOMETRIC","Piernas","Cajón pliométrico","box jump|plyometrico|potencia|cuadriceps|gluteos","Ejercicio pliométrico de salto vertical sobre una caja o plataforma elevada. Desarrolla potencia explosiva en la cadena posterior y mejora la capacidad de salto.","Parado frente a un cajón pliométrico con los pies a la altura de los hombros, flexioná las rodillas y las caderas en una sentadilla parcial. Impulsate explosivamente hacia arriba, llevando las rodillas hacia el pecho, y aterrizá con ambos pies sobre el cajón en posición de sentadilla. Bajá caminando o saltando suavemente al suelo. Mantené el torso erguido durante todo el movimiento.","true"
"118","exercises","Salto con peso corporal","PLYOMETRIC","Piernas","Peso corporal","squat jump|plyometrico|piernas|cuadriceps|gluteos|cardio","Ejercicio pliométrico de salto vertical desde una posición de sentadilla. Trabaja la potencia explosiva de las piernas sin necesidad de equipo.","De pie con los pies a la altura de los hombros, flexioná las rodillas y las caderas en una sentadilla parcial. Impulsate explosivamente hacia arriba, extendiendo completamente las caderas y las rodillas en el aire. Aterrizá suavemente sobre las puntas de los pies con las rodillas ligeramente flexionadas, amortiguando el impacto, y descendé inmediatamente a la siguiente sentadilla para repetir.","true"
"119","exercises","Lunges saltados","PLYOMETRIC","Piernas","Peso corporal","jumping lunge|plyometrico|piernas|cuadriceps|gluteos|cardio","Ejercicio pliométrico de zancada con salto que alterna las piernas en el aire. Desarrolla potencia unilateral y coordinación.","En posición de zancada con una pierna adelante y la otra atrás, ambas flexionadas a 90°. Saltá explosivamente hacia arriba, cambiando de pierna en el aire, y aterrizá en zancada con la pierna opuesta adelante. Mantené el torso erguido y el core activado durante todo el movimiento. Repetí de forma continua alternando las piernas.","true"
"120","exercises","Clapping push-ups","PLYOMETRIC","Pecho","Peso corporal","push up|aplauso|plyometrico|pecho|triceps|explosivo","Ejercicio pliométrico de flexión con impulso explosivo que permite aplaudir en el aire. Desarrolla potencia y velocidad en el tren superior.","En posición de flexión con las manos a la altura de los hombros y el cuerpo en línea recta. Bajá controladamente hasta que el pecho casi toque el suelo. Empujá explosivamente con tanta fuerza que las manos se despeguen del suelo, aplaudí rápidamente y volvé a aterrizar con las manos en la posición inicial. Requiere buena base de fuerza en flexiones normales.","true"
"121","exercises","Broad jump","PLYOMETRIC","Piernas","Peso corporal","salto longitud|plyometrico|piernas|cuadriceps|gluteos|potencia","Ejercicio pliométrico de salto horizontal hacia adelante. Desarrolla potencia explosiva en la dirección frontal y mejora la capacidad de aceleración.","De pie con los pies a la altura de los hombros, flexioná las rodillas y las caderas cargando la energía como para una sentadilla. Balanceá los brazos hacia atrás y luego hacia adelante para generar impulso. Saltá hacia adelante lo más lejos posible, extendiendo las caderas y las rodillas. Aterrizá con ambos pies y amortiguá el impacto flexionando las rodillas. Mantené el equilibrio al finalizar.","true"
"122","exercises","Tuck jump","PLYOMETRIC","Piernas","Peso corporal","tuck jump|plyometrico|piernas|cuadriceps|core|cardio","Ejercicio pliométrico de salto vertical llevando las rodillas al pecho. Desarrolla potencia explosiva y coordinación en el tren inferior y activa el core.","De pie con los pies separados al ancho de las caderas, flexioná ligeramente las rodillas y balanceá los brazos hacia atrás. Impulsate explosivamente hacia arriba y, mientras estás en el aire, flexioná las caderas y llevá las rodillas lo más cerca posible del pecho. Extendé las piernas rápidamente antes de aterrizar sobre las puntas de los pies con las rodillas ligeramente flexionadas. Repetí inmediatamente sin pausa.","true"
"123","exercises","Depth jump","PLYOMETRIC","Piernas","Cajón pliométrico","depth jump|plyometrico|potencia|cuadriceps|isquiotibiales|reactividad","Ejercicio pliométrico avanzado que consiste en caer desde una altura y rebotar inmediatamente en un salto vertical máximo. Desarrolla la capacidad de reutilización de energía elástica (ciclo estiramiento-acortamiento).","Parado sobre un cajón pliométrico de altura media (30-60 cm), dá un paso hacia adelante y dejate caer al suelo aterrizando sobre las puntas de ambos pies. Inmediatamente al contacto con el suelo, sin pausa, impulsate explosivamente hacia arriba en un salto vertical máximo. Amortiguá la caída flexionando rodillas y caderas, pero mantené la transición rápida y reactiva. No saltés desde el cajón, dejate caer.","true"
"124","exercises","Skater jumps","PLYOMETRIC","Piernas","Peso corporal","skater jump|lateral|plyometrico|piernas|gluteos|agilidad","Ejercicio pliométrico lateral que simula el movimiento de un patinador. Desarrolla potencia lateral, agilidad y estabilidad de tobillo.","De pie con los pies separados al ancho de las caderas y las rodillas ligeramente flexionadas. Impulsate explosivamente hacia un lado aterrizando sobre una sola pierna en una posición de sentadilla parcial, cruzando la pierna libre detrás de la de aterrizaje sin tocar el suelo. Inmediatamente impulsate hacia el lado opuesto y repetí el movimiento alternando. Balanceá los brazos para generar impulso y mantené el ritmo continuo.","true"
"125","exercises","Sentadilla en bosu","BALANCE","Piernas","Bosu","sentadilla|bosu|equilibrio|cuadriceps|gluteos|propiocepcion","Ejercicio de sentadilla realizado sobre una superficie inestable (Bosu). Desarrolla fuerza de piernas, equilibrio y estabilidad articular.","Parado sobre el bosu con la parte redonda hacia arriba, colocá los pies separados al ancho de los hombros. Mantené el equilibrio y el core activado. Bajá en una sentadilla controlada llevando las caderas hacia atrás y flexionando las rodillas hasta que los muslos queden paralelos al suelo o lo más abajo que tu movilidad permita. Volvé a la posición inicial extendiendo las rodillas y las caderas. Mantené la mirada al frente y el torso erguido.","true"
"126","exercises","Plancha en bosu","BALANCE","Core","Bosu","plancha|bosu|equilibrio|core|abdominales|estabilidad","Ejercicio de plancha con los antebrazos apoyados sobre una superficie inestable (Bosu). Incrementa la demanda del core y los estabilizadores.","Colocá los antebrazos sobre la parte redonda del bosu, con los codos directamente debajo de los hombros. Extendé las piernas hacia atrás apoyando las puntas de los pies en el suelo. Mantené el cuerpo en una línea recta desde la cabeza hasta los talones, activando el abdomen y los glúteos. La inestabilidad del bosu obliga al core a trabajar más intensamente para mantener la posición. Respirá de forma controlada.","true"
