id,name,type,description,clientDescription,muscleGroup,equipment,videoUrl,imageUrl,gifUrl,tags,isPublic,createdAt
"cmt1wcrev003c9yldhms2cmt7","Vacío abdominal","OTHER","Ejercicio de core tipo other. Requiere peso corporal.","De pie o a cuatro patas, exhalá todo el aire y contraé el abdomen hacia adentro como si quisieras tocar la columna con el ombligo. Mantené 10-20 segundos. Respirá normalmente.","Core","Peso corporal",,,,"[""vacio abdominal"",""core"",""transverso""]","true","2026-08-20T19:11:47.143Z"
"cmt1wcrh9003d9yldii3wdvpm","Kegel","OTHER","Ejercicio de piso pélvico tipo other. Requiere peso corporal.","Contraé los músculos del piso pélvico (como si retuvieras la orina). Mantené la contracción 5-10 segundos y relajá. No contraigas glúteos ni abdomen.","Piso pélvico","Peso corporal",,,,"[""kegel"",""piso pelvico"",""rehabilitacion""]","true","2026-08-20T19:11:47.230Z"
"cmt1wcrjp003e9yldf7ffngzt","Respiración costal","OTHER","Ejercicio de core tipo other. Requiere peso corporal.","Acostado con una mano sobre el pecho y otra sobre las costillas, inhalá expandiendo las costillas lateralmente. Exhalá contrayendo las costillas. No muevas el abdomen.","Core","Peso corporal",,,,"[""respiracion"",""costal"",""core""]","true","2026-08-20T19:11:47.317Z"
"cmt1wcrm4003f9yldd4lftrim","Activación glútea","OTHER","Ejercicio de glúteos tipo other. Requiere banda.","Acostado boca arriba con las rodillas flexionadas y una banda elástica sobre las rodillas, separá las rodillas contra la resistencia de la banda apretando los glúteos.","Glúteos","Banda",,,,"[""activacion"",""gluteos"",""prehab""]","true","2026-08-20T19:11:47.405Z"
"cmt1wcrof003g9yld20wvmmmi","Activación de escápulas","OTHER","Ejercicio de espalda tipo other. Requiere peso corporal.","De pie o acostado boca arriba, empujá los omóplatos hacia abajo y juntos (retracción) sin mover los brazos. Mantené 5 segundos y relajá. Enfoca la conexión mente-músculo.","Espalda","Peso corporal",,,,"[""activacion"",""escapulas"",""postura""]","true","2026-08-20T19:11:47.487Z"
"cmt1wcrqs003h9yldpqrrxj1d","Masaje con pelota","OTHER","Ejercicio de full body tipo other. Requiere pelota.","Con una pelota de lacrosse o tenis, apoyala sobre el músculo tensos y movete lentamente sobre ella. Cuando encontrés un punto doloroso, mantené la presión 30-60 segundos.","Full body","Pelota",,,,"[""masaje"",""automasaje"",""recuperacion""]","true","2026-08-20T19:11:47.572Z"
"cmt33a1gz0000ypj1zvzo7zyt","Remo T-bar","STRENGTH","Variante de remo para pecho usando banda.","Ejecutá el movimiento de forma controlada enfocándote en pecho. Mantené la técnica correcta en todo momento.","Pecho","Banda",,,,"[""pecho"",""banda"",""remo""]","true","2026-08-21T15:13:23.700Z"
"cmt33a1vw0001ypj1sy2zkij2","Remo yates","STRENGTH","Variante de remo para tríceps usando kettlebell.","Ejecutá el movimiento de forma controlada enfocándote en tríceps. Mantené la técnica correcta en todo momento.","Tríceps","Kettlebell",,,,"[""tríceps"",""kettlebell"",""remo""]","true","2026-08-21T15:13:24.236Z"
"cmt33a1yg0002ypj1t5dgh0ri","Sentadilla goblet","STRENGTH","Ejercicio compuesto de hombros con kettlebell. Enfocado en fuerza.","Realizá el ejercicio con kettlebell concentrándote en la contracción de hombros. No uses momentum.","Hombros","Kettlebell",,,,"[""hombros"",""kettlebell"",""sentadilla""]","true","2026-08-21T15:13:24.329Z"
"cmt33a21g0003ypj1yh4w4jv7","Press con pausa","STRENGTH","Ejercicio de glúteos tipo strength. Requiere banda.","Ejecutá el movimiento de forma controlada enfocándote en glúteos. Mantené la técnica correcta en todo momento.","Glúteos","Banda",,,,"[""glúteos"",""banda"",""press""]","true","2026-08-21T15:13:24.436Z"
"cmt33a2450004ypj1yjjwdrh8","Dominadas commando","STRENGTH","Ejercicio de pecho tipo strength. Requiere barra.","Realizá el ejercicio con barra concentrándote en la contracción de pecho. No uses momentum.","Pecho","Barra",,,,"[""pecho"",""barra"",""dominada""]","true","2026-08-21T15:13:24.533Z"
"cmt33a26p0005ypj16e1fsutm","Elevación frontal con barra","STRENGTH","Movimiento de fuerza para hombros utilizando banda.","Con banda, realizá el ejercicio enfocándote exclusivamente en hombros. Controlá tanto la subida como la bajada.","Hombros","Banda",,,,"[""hombros"",""banda"",""elevacion""]","true","2026-08-21T15:13:24.625Z"
"cmt33a2980006ypj1ge92zo3r","Fondos entre bancos","STRENGTH","Variante de fondos para core usando peso corporal.","Usá peso corporal y mantené la tensión en core durante todo el recorrido. No bloquees las articulaciones.","Core","Peso corporal",,,,"[""core"",""peso_corporal"",""fondos""]","true","2026-08-21T15:13:24.716Z"
"cmt33a2by0007ypj1jpa6zleh","Patada de tríceps con mancuerna en banco","STRENGTH","Ejercicio de espalda tipo strength. Requiere kettlebell.","Con kettlebell, realizá el ejercicio enfocándote exclusivamente en espalda. Controlá tanto la subida como la bajada.","Espalda","Kettlebell",,,,"[""espalda"",""kettlebell""]","true","2026-08-21T15:13:24.814Z"
"cmt33a2eh0008ypj1gtdn0uqk","Elevación de piernas L-sit","STRENGTH","Movimiento de fuerza para bíceps utilizando banco.","Con banco, realizá el ejercicio enfocándote exclusivamente en bíceps. Controlá tanto la subida como la bajada.","Bíceps","Banco",,,,"[""bíceps"",""banco"",""elevacion""]","true","2026-08-21T15:13:24.905Z"
"cmt33a2he0009ypj1a1t65tfi","Jalón a una mano","STRENGTH","Ejercicio de pecho tipo strength. Requiere máquina.","Con máquina, realizá el ejercicio enfocándote exclusivamente en pecho. Controlá tanto la subida como la bajada.","Pecho","Máquina",,,,"[""pecho"",""máquina"",""jalon""]","true","2026-08-21T15:13:25.011Z"
"cmt33a2k0000aypj1i69n1xu2","Prensa horizontal","STRENGTH","Movimiento de fuerza para espalda utilizando kettlebell.","Con kettlebell, realizá el ejercicio enfocándote exclusivamente en espalda. Controlá tanto la subida como la bajada.","Espalda","Kettlebell",,,,"[""espalda"",""kettlebell""]","true","2026-08-21T15:13:25.104Z"
"cmt33a2mm000bypj10eeyz0gn","Curl en polea baja","STRENGTH","Ejercicio de bíceps tipo strength. Requiere kettlebell.","Realizá el ejercicio con kettlebell concentrándote en la contracción de bíceps. No uses momentum.","Bíceps","Kettlebell",,,,"[""bíceps"",""kettlebell"",""curl""]","true","2026-08-21T15:13:25.198Z"
"cmt33a2pm000cypj1bvmz79vb","Aperturas en máquina","STRENGTH","Ejercicio de pantorrilla tipo strength. Requiere kettlebell.","Posicionate correctamente con kettlebell y ejecutá el movimiento para trabajar pantorrilla. Respirá de forma constante.","Pantorrilla","Kettlebell",,,,"[""pantorrilla"",""kettlebell""]","true","2026-08-21T15:13:25.307Z"
"cmt33a2s9000dypj1iyg047zm","Hip thrust en máquina","STRENGTH","Variante de hip para tríceps usando barra.","Con barra, realizá el ejercicio enfocándote exclusivamente en tríceps. Controlá tanto la subida como la bajada.","Tríceps","Barra",,,,"[""tríceps"",""barra""]","true","2026-08-21T15:13:25.401Z"
"cmt33a2ut000eypj11p2nnhbe","Elevación de piernas en banco inclinado","STRENGTH","Ejercicio compuesto de cuádriceps con máquina. Enfocado en fuerza.","Usá máquina y mantené la tensión en cuádriceps durante todo el recorrido. No bloquees las articulaciones.","Cuádriceps","Máquina",,,,"[""cuádriceps"",""máquina"",""elevacion""]","true","2026-08-21T15:13:25.493Z"
"cmt33a2xh000fypj13o0r0up2","Pájaro con mancuerna en banco","STRENGTH","Ejercicio de glúteos tipo strength. Requiere barra.","Realizá el ejercicio con barra concentrándote en la contracción de glúteos. No uses momentum.","Glúteos","Barra",,,,"[""glúteos"",""barra"",""pajaro""]","true","2026-08-21T15:13:25.590Z"
"cmt33a30a000gypj1wzcubnes","Pájaro con banda","STRENGTH","Variante de pájaro para pecho usando kettlebell.","Con kettlebell, realizá el ejercicio enfocándote exclusivamente en pecho. Controlá tanto la subida como la bajada.","Pecho","Kettlebell",,,,"[""pecho"",""kettlebell"",""pajaro""]","true","2026-08-21T15:13:25.690Z"
"cmt33a32v000hypj1m74xmv33","Hiperextensiones inversas","STRENGTH","Movimiento de fuerza para pecho utilizando mancuernas.","Posicionate correctamente con mancuernas y ejecutá el movimiento para trabajar pecho. Respirá de forma constante.","Pecho","Mancuernas",,,,"[""pecho"",""mancuernas""]","true","2026-08-21T15:13:25.784Z"
"cmt33a35p000iypj17yh73bjb","Extensión de cuádriceps unilateral","STRENGTH","Movimiento de fuerza para pecho utilizando barra.","Con barra, realizá el ejercicio enfocándote exclusivamente en pecho. Controlá tanto la subida como la bajada.","Pecho","Barra",,,,"[""pecho"",""barra"",""extension""]","true","2026-08-21T15:13:25.885Z"
"cmt33a39u000jypj1od0ihwk7","Curl explosivo","STRENGTH","Ejercicio de femoral tipo strength. Requiere banda.","Posicionate correctamente con banda y ejecutá el movimiento para trabajar femoral. Respirá de forma constante.","Femoral","Banda",,,,"[""femoral"",""banda"",""curl""]","true","2026-08-21T15:13:25.985Z"
"cmt33a3d4000kypj173bls22i","Remo en TRX","STRENGTH","Ejercicio de hombros tipo strength. Requiere kettlebell.","Realizá el ejercicio con kettlebell concentrándote en la contracción de hombros. No uses momentum.","Hombros","Kettlebell",,,,"[""hombros"",""kettlebell"",""remo""]","true","2026-08-21T15:13:26.152Z"
"cmt33a3g5000lypj1w5zm6nw2","Face pull con banda","STRENGTH","Variante de face para femoral usando máquina.","Realizá el ejercicio con máquina concentrándote en la contracción de femoral. No uses momentum.","Femoral","Máquina",,,,"[""femoral"",""máquina""]","true","2026-08-21T15:13:26.261Z"
"cmt33a3ja000mypj198danzfv","Curl femoral sentado","STRENGTH","Movimiento de fuerza para pantorrilla utilizando barra.","Con barra, realizá el ejercicio enfocándote exclusivamente en pantorrilla. Controlá tanto la subida como la bajada.","Pantorrilla","Barra",,,,"[""pantorrilla"",""barra"",""curl""]","true","2026-08-21T15:13:26.375Z"
"cmt33a3m1000nypj1hxn3xyhv","Russian twist con banda","STRENGTH","Ejercicio de aislamiento de pecho con peso corporal.","Posicionate correctamente con peso corporal y ejecutá el movimiento para trabajar pecho. Respirá de forma constante.","Pecho","Peso corporal",,,,"[""pecho"",""peso_corporal""]","true","2026-08-21T15:13:26.473Z"
"cmt33a3ox000oypj1ysjfho5y","Elevación de talón de pie","STRENGTH","Ejercicio compuesto de full body con mancuernas. Enfocado en fuerza.","Usá mancuernas y mantené la tensión en full body durante todo el recorrido. No bloquees las articulaciones.","Full body","Mancuernas",,,,"[""full_body"",""mancuernas"",""elevacion""]","true","2026-08-21T15:13:26.577Z"
"cmt33a3rp000pypj1l4k9ioqq","Pull-over con kettlebell","STRENGTH","Ejercicio de aislamiento de pecho con máquina.","Ejecutá el movimiento de forma controlada enfocándote en pecho. Mantené la técnica correcta en todo momento.","Pecho","Máquina",,,,"[""pecho"",""máquina"",""kettlebell""]","true","2026-08-21T15:13:26.677Z"
"cmt33a3um000qypj1x470m7bq","Jalón con cuerda","STRENGTH","Variante de jalón para core usando banco.","Con banco, realizá el ejercicio enfocándote exclusivamente en core. Controlá tanto la subida como la bajada.","Core","Banco",,,,"[""core"",""banco"",""jalon""]","true","2026-08-21T15:13:26.783Z"
"cmt33a3x3000rypj19p7ud1ay","Patada de tríceps con banda","STRENGTH","Movimiento de fuerza para espalda utilizando kettlebell.","Usá kettlebell y mantené la tensión en espalda durante todo el recorrido. No bloquees las articulaciones.","Espalda","Kettlebell",,,,"[""espalda"",""kettlebell""]","true","2026-08-21T15:13:26.872Z"
"cmt33a3zp000sypj18d5ngals","Russian twist con balón","STRENGTH","Movimiento de fuerza para hombros utilizando mancuernas.","Posicionate correctamente con mancuernas y ejecutá el movimiento para trabajar hombros. Respirá de forma constante.","Hombros","Mancuernas",,,,"[""hombros"",""mancuernas""]","true","2026-08-21T15:13:26.965Z"
"cmt33a42g000typj1npu26vtk","Hip thrust b-stance","STRENGTH","Movimiento de fuerza para hombros utilizando peso corporal.","Realizá el ejercicio con peso corporal concentrándote en la contracción de hombros. No uses momentum.","Hombros","Peso corporal",,,,"[""hombros"",""peso_corporal""]","true","2026-08-21T15:13:27.064Z"
"cmt33a45d000uypj1tdwe7c0s","Peso muerto unilateral","STRENGTH","Movimiento de fuerza para espalda utilizando barra.","Ejecutá el movimiento de forma controlada enfocándote en espalda. Mantené la técnica correcta en todo momento.","Espalda","Barra",,,,"[""espalda"",""barra"",""peso_muerto""]","true","2026-08-21T15:13:27.169Z"
"cmt33a47w000vypj1dvnm6cqa","Peso muerto landmine","STRENGTH","Ejercicio compuesto de espalda con barra. Enfocado en fuerza.","Posicionate correctamente con barra y ejecutá el movimiento para trabajar espalda. Respirá de forma constante.","Espalda","Barra",,,,"[""espalda"",""barra"",""peso_muerto""]","true","2026-08-21T15:13:27.260Z"
"cmt33a4as000wypj164phwaz8","Aperturas en polea baja","STRENGTH","Ejercicio de pecho tipo strength. Requiere kettlebell.","Posicionate correctamente con kettlebell y ejecutá el movimiento para trabajar pecho. Respirá de forma constante.","Pecho","Kettlebell",,,,"[""pecho"",""kettlebell""]","true","2026-08-21T15:13:27.364Z"
"cmt33a4dg000xypj1z0p4bk7g","Russian twist en banco","STRENGTH","Ejercicio de aislamiento de pecho con máquina.","Con máquina, realizá el ejercicio enfocándote exclusivamente en pecho. Controlá tanto la subida como la bajada.","Pecho","Máquina",,,,"[""pecho"",""máquina""]","true","2026-08-21T15:13:27.461Z"
"cmt33a4g1000yypj1morkmwnu","Curl femoral con banda","STRENGTH","Movimiento de fuerza para glúteos utilizando peso corporal.","Con peso corporal, realizá el ejercicio enfocándote exclusivamente en glúteos. Controlá tanto la subida como la bajada.","Glúteos","Peso corporal",,,,"[""glúteos"",""peso_corporal"",""curl""]","true","2026-08-21T15:13:27.554Z"
"cmt33a4ij000zypj1s3myfc3v","Dominadas explosivas","STRENGTH","Movimiento de fuerza para antebrazos utilizando máquina.","Ejecutá el movimiento de forma controlada enfocándote en antebrazos. Mantené la técnica correcta en todo momento.","Antebrazos","Máquina",,,,"[""antebrazos"",""máquina"",""dominada""]","true","2026-08-21T15:13:27.643Z"
"cmt33a4l30010ypj14j0ipyay","Patada de tríceps unilateral","STRENGTH","Variante de patada para cuádriceps usando banco.","Usá banco y mantené la tensión en cuádriceps durante todo el recorrido. No bloquees las articulaciones.","Cuádriceps","Banco",,,,"[""cuádriceps"",""banco""]","true","2026-08-21T15:13:27.736Z"
"cmt33a4nm0011ypj15k3pawuu","Extensión de tríceps en polea alta","STRENGTH","Variante de extensión para pecho usando banco.","Con banco, realizá el ejercicio enfocándote exclusivamente en pecho. Controlá tanto la subida como la bajada.","Pecho","Banco",,,,"[""pecho"",""banco"",""extension""]","true","2026-08-21T15:13:27.827Z"
"cmt33a4q30012ypj1jyq39bno","Dominadas L-sit","STRENGTH","Variante de dominadas para espalda usando banco.","Realizá el ejercicio con banco concentrándote en la contracción de espalda. No uses momentum.","Espalda","Banco",,,,"[""espalda"",""banco"",""dominada""]","true","2026-08-21T15:13:27.915Z"
"cmt33a4v90014ypj1yskioni8","Crunch con banda","STRENGTH","Movimiento de fuerza para pantorrilla utilizando máquina.","Con máquina, realizá el ejercicio enfocándote exclusivamente en pantorrilla. Controlá tanto la subida como la bajada.","Pantorrilla","Máquina",,,,"[""pantorrilla"",""máquina"",""crunch""]","true","2026-08-21T15:13:28.102Z"
"cmt33a4xt0015ypj1fzw3my0q","Jalón agarre cerrado","STRENGTH","Variante de jalón para piernas usando mancuernas.","Usá mancuernas y mantené la tensión en piernas durante todo el recorrido. No bloquees las articulaciones.","Piernas","Mancuernas",,,,"[""piernas"",""mancuernas"",""jalon""]","true","2026-08-21T15:13:28.194Z"
"cmt33a50f0016ypj12l9xzgog","Cruces unilaterales","STRENGTH","Ejercicio de pecho tipo strength. Requiere banda.","Usá banda y mantené la tensión en pecho durante todo el recorrido. No bloquees las articulaciones.","Pecho","Banda",,,,"[""pecho"",""banda""]","true","2026-08-21T15:13:28.287Z"
"cmt33a54r0017ypj193zu3gci","Pull-over en máquina","STRENGTH","Ejercicio compuesto de pecho con kettlebell. Enfocado en fuerza.","Con kettlebell, realizá el ejercicio enfocándote exclusivamente en pecho. Controlá tanto la subida como la bajada.","Pecho","Kettlebell",,,,"[""pecho"",""kettlebell""]","true","2026-08-21T15:13:28.443Z"
"cmt33a57q0018ypj1npspf4ni","Aperturas en banco inclinado","STRENGTH","Movimiento de fuerza para hombros utilizando banco.","Usá banco y mantené la tensión en hombros durante todo el recorrido. No bloquees las articulaciones.","Hombros","Banco",,,,"[""hombros"",""banco""]","true","2026-08-21T15:13:28.550Z"
"cmt33a5ab0019ypj18a5jqu7b","Fondos en banco","STRENGTH","Ejercicio de piernas tipo strength. Requiere máquina.","Ejecutá el movimiento de forma controlada enfocándote en piernas. Mantené la técnica correcta en todo momento.","Piernas","Máquina",,,,"[""piernas"",""máquina"",""fondos""]","true","2026-08-21T15:13:28.644Z"
"cmt33a5ds001aypj1jd7pv7cd","Face pull unilateral","STRENGTH","Movimiento de fuerza para glúteos utilizando banco.","Ejecutá el movimiento de forma controlada enfocándote en glúteos. Mantené la técnica correcta en todo momento.","Glúteos","Banco",,,,"[""glúteos"",""banco""]","true","2026-08-21T15:13:28.769Z"
"cmt33a5ga001bypj12zawhixb","Plancha con pica","STRENGTH","Ejercicio compuesto de pecho con kettlebell. Enfocado en fuerza.","Usá kettlebell y mantené la tensión en pecho durante todo el recorrido. No bloquees las articulaciones.","Pecho","Kettlebell",,,,"[""pecho"",""kettlebell"",""plancha""]","true","2026-08-21T15:13:28.859Z"
"cmt33a5jo001cypj1eh7ktvjg","Remo con kettlebell","STRENGTH","Movimiento de fuerza para tríceps utilizando peso corporal.","Ejecutá el movimiento de forma controlada enfocándote en tríceps. Mantené la técnica correcta en todo momento.","Tríceps","Peso corporal",,,,"[""tríceps"",""peso_corporal"",""remo"",""kettlebell""]","true","2026-08-21T15:13:28.981Z"
"cmt33a5nt001dypj1ydjmgykf","Hip thrust con barra smith","STRENGTH","Variante de hip para antebrazos usando peso corporal.","Realizá el ejercicio con peso corporal concentrándote en la contracción de antebrazos. No uses momentum.","Antebrazos","Peso corporal",,,,"[""antebrazos"",""peso_corporal""]","true","2026-08-21T15:13:29.129Z"
"cmt33a5ql001eypj1i7clakmi","Face pull con cuerda baja","STRENGTH","Ejercicio de aislamiento de bíceps con barra.","Realizá el ejercicio con barra concentrándote en la contracción de bíceps. No uses momentum.","Bíceps","Barra",,,,"[""bíceps"",""barra""]","true","2026-08-21T15:13:29.230Z"
"cmt33a5tj001fypj1zzfjtedo","Peso muerto sumo","STRENGTH","Movimiento de fuerza para espalda utilizando máquina.","Realizá el ejercicio con máquina concentrándote en la contracción de espalda. No uses momentum.","Espalda","Máquina",,,,"[""espalda"",""máquina"",""peso_muerto""]","true","2026-08-21T15:13:29.335Z"
"cmt33a9eo002rypj17x7vfxr6","Plancha lateral","STRENGTH","Variante de plancha para hombros usando banco.","Posicionate correctamente con banco y ejecutá el movimiento para trabajar hombros. Respirá de forma constante.","Hombros","Banco",,,,"[""hombros"",""banco"",""plancha""]","true","2026-08-21T15:13:33.984Z"
"cmt33a5w7001gypj162wsjv3k","Press de hombros en máquina","STRENGTH","Ejercicio compuesto de core con banco. Enfocado en fuerza.","Posicionate correctamente con banco y ejecutá el movimiento para trabajar core. Respirá de forma constante.","Core","Banco",,,,"[""core"",""banco"",""press""]","true","2026-08-21T15:13:29.431Z"
"cmt33a606001hypj17cjkyaey","Crunch con cuerda","STRENGTH","Ejercicio compuesto de pecho con peso corporal. Enfocado en fuerza.","Usá peso corporal y mantené la tensión en pecho durante todo el recorrido. No bloquees las articulaciones.","Pecho","Peso corporal",,,,"[""pecho"",""peso_corporal"",""crunch""]","true","2026-08-21T15:13:29.575Z"
"cmt33a637001iypj1b0yuzfpb","Curl de pie","STRENGTH","Ejercicio de aislamiento de piernas con banda.","Ejecutá el movimiento de forma controlada enfocándote en piernas. Mantené la técnica correcta en todo momento.","Piernas","Banda",,,,"[""piernas"",""banda"",""curl""]","true","2026-08-21T15:13:29.683Z"
"cmt33a661001jypj1j0n9ykgp","Remo con mancuerna giratoria","STRENGTH","Movimiento de fuerza para bíceps utilizando banda.","Posicionate correctamente con banda y ejecutá el movimiento para trabajar bíceps. Respirá de forma constante.","Bíceps","Banda",,,,"[""bíceps"",""banda"",""remo""]","true","2026-08-21T15:13:29.785Z"
"cmt33a6bh001lypj1w6xqu54j","Hip thrust con banda","STRENGTH","Ejercicio de pecho tipo strength. Requiere barra.","Con barra, realizá el ejercicio enfocándote exclusivamente en pecho. Controlá tanto la subida como la bajada.","Pecho","Barra",,,,"[""pecho"",""barra""]","true","2026-08-21T15:13:29.982Z"
"cmt33a6e8001mypj159327hqm","Hiperextensiones en 45°","STRENGTH","Ejercicio compuesto de cuádriceps con barra. Enfocado en fuerza.","Con barra, realizá el ejercicio enfocándote exclusivamente en cuádriceps. Controlá tanto la subida como la bajada.","Cuádriceps","Barra",,,,"[""cuádriceps"",""barra""]","true","2026-08-21T15:13:30.080Z"
"cmt33a6go001nypj13datoq45","Extensión de cuádriceps en máquina","STRENGTH","Ejercicio de piernas tipo strength. Requiere peso corporal.","Posicionate correctamente con peso corporal y ejecutá el movimiento para trabajar piernas. Respirá de forma constante.","Piernas","Peso corporal",,,,"[""piernas"",""peso_corporal"",""extension""]","true","2026-08-21T15:13:30.168Z"
"cmt33a6jz001oypj1s79jnxv4","Press landmine","STRENGTH","Ejercicio de aislamiento de hombros con máquina.","Realizá el ejercicio con máquina concentrándote en la contracción de hombros. No uses momentum.","Hombros","Máquina",,,,"[""hombros"",""máquina"",""press""]","true","2026-08-21T15:13:30.287Z"
"cmt33a6mg001pypj1vgl6tjlj","Face pull con cuerda alta","STRENGTH","Ejercicio de aislamiento de tríceps con banda.","Usá banda y mantené la tensión en tríceps durante todo el recorrido. No bloquees las articulaciones.","Tríceps","Banda",,,,"[""tríceps"",""banda""]","true","2026-08-21T15:13:30.377Z"
"cmt33a6pj001qypj1jmx92yl8","Peso muerto rumano con mancuernas","STRENGTH","Ejercicio de pecho tipo strength. Requiere banco.","Posicionate correctamente con banco y ejecutá el movimiento para trabajar pecho. Respirá de forma constante.","Pecho","Banco",,,,"[""pecho"",""banco"",""peso_muerto""]","true","2026-08-21T15:13:30.487Z"
"cmt33a6s5001rypj10afi86kn","Curl femoral unilateral","STRENGTH","Ejercicio de antebrazos tipo strength. Requiere máquina.","Con máquina, realizá el ejercicio enfocándote exclusivamente en antebrazos. Controlá tanto la subida como la bajada.","Antebrazos","Máquina",,,,"[""antebrazos"",""máquina"",""curl""]","true","2026-08-21T15:13:30.582Z"
"cmt33a6up001sypj1lu02a4ce","Cruces bajos","STRENGTH","Variante de cruces para bíceps usando kettlebell.","Posicionate correctamente con kettlebell y ejecutá el movimiento para trabajar bíceps. Respirá de forma constante.","Bíceps","Kettlebell",,,,"[""bíceps"",""kettlebell""]","true","2026-08-21T15:13:30.673Z"
"cmt33a6xa001typj1b71k7369","Remo invertido","STRENGTH","Movimiento de fuerza para tríceps utilizando mancuernas.","Posicionate correctamente con mancuernas y ejecutá el movimiento para trabajar tríceps. Respirá de forma constante.","Tríceps","Mancuernas",,,,"[""tríceps"",""mancuernas"",""remo""]","true","2026-08-21T15:13:30.766Z"
"cmt33a6zu001uypj1khs6hgy3","Pull-over con cuerda","STRENGTH","Ejercicio compuesto de bíceps con banco. Enfocado en fuerza.","Ejecutá el movimiento de forma controlada enfocándote en bíceps. Mantené la técnica correcta en todo momento.","Bíceps","Banco",,,,"[""bíceps"",""banco""]","true","2026-08-21T15:13:30.858Z"
"cmt33a72k001vypj1q2f4aq7g","Sentadilla en máquina smith","STRENGTH","Ejercicio de pantorrilla tipo strength. Requiere kettlebell.","Ejecutá el movimiento de forma controlada enfocándote en pantorrilla. Mantené la técnica correcta en todo momento.","Pantorrilla","Kettlebell",,,,"[""pantorrilla"",""kettlebell"",""sentadilla""]","true","2026-08-21T15:13:30.957Z"
"cmt33a757001wypj11285ac98","Elevación lateral en máquina","STRENGTH","Ejercicio de aislamiento de bíceps con polea.","Ejecutá el movimiento de forma controlada enfocándote en bíceps. Mantené la técnica correcta en todo momento.","Bíceps","Polea",,,,"[""bíceps"",""polea"",""elevacion""]","true","2026-08-21T15:13:31.051Z"
"cmt33a77v001xypj1ubgd3zwg","Remo con banda","STRENGTH","Ejercicio compuesto de pecho con mancuernas. Enfocado en fuerza.","Ejecutá el movimiento de forma controlada enfocándote en pecho. Mantené la técnica correcta en todo momento.","Pecho","Mancuernas",,,,"[""pecho"",""mancuernas"",""remo""]","true","2026-08-21T15:13:31.147Z"
"cmt33a7ad001yypj138gxgs64","Patada de tríceps en máquina","STRENGTH","Ejercicio de aislamiento de pantorrilla con polea.","Posicionate correctamente con polea y ejecutá el movimiento para trabajar pantorrilla. Respirá de forma constante.","Pantorrilla","Polea",,,,"[""pantorrilla"",""polea""]","true","2026-08-21T15:13:31.237Z"
"cmt33a7d3001zypj1n2rv5jkv","Prensa inclinada","STRENGTH","Variante de prensa para pecho usando barra.","Posicionate correctamente con barra y ejecutá el movimiento para trabajar pecho. Respirá de forma constante.","Pecho","Barra",,,,"[""pecho"",""barra""]","true","2026-08-21T15:13:31.336Z"
"cmt33a7fp0020ypj18ru5emcm","Prensa con banda","STRENGTH","Ejercicio de hombros tipo strength. Requiere polea.","Ejecutá el movimiento de forma controlada enfocándote en hombros. Mantené la técnica correcta en todo momento.","Hombros","Polea",,,,"[""hombros"",""polea""]","true","2026-08-21T15:13:31.429Z"
"cmt33a7id0021ypj1zjywk295","Russian twist con mancuerna","STRENGTH","Variante de russian para pecho usando polea.","Realizá el ejercicio con polea concentrándote en la contracción de pecho. No uses momentum.","Pecho","Polea",,,,"[""pecho"",""polea""]","true","2026-08-21T15:13:31.526Z"
"cmt33a7kw0022ypj1jevtyiaf","Jalón en máquina","STRENGTH","Ejercicio de pecho tipo strength. Requiere banda.","Usá banda y mantené la tensión en pecho durante todo el recorrido. No bloquees las articulaciones.","Pecho","Banda",,,,"[""pecho"",""banda"",""jalon""]","true","2026-08-21T15:13:31.617Z"
"cmt33a7ng0023ypj1wc1d3ycl","Press arnold","STRENGTH","Variante de press para hombros usando barra.","Usá barra y mantené la tensión en hombros durante todo el recorrido. No bloquees las articulaciones.","Hombros","Barra",,,,"[""hombros"",""barra"",""press""]","true","2026-08-21T15:13:31.709Z"
"cmt33a7q40024ypj1pbo6q2s2","Elevación de piernas colgado","STRENGTH","Ejercicio de aislamiento de femoral con mancuernas.","Realizá el ejercicio con mancuernas concentrándote en la contracción de femoral. No uses momentum.","Femoral","Mancuernas",,,,"[""femoral"",""mancuernas"",""elevacion""]","true","2026-08-21T15:13:31.804Z"
"cmt33a7t30025ypj1gpw54zkj","Pájaro en máquina","STRENGTH","Ejercicio de aislamiento de glúteos con polea.","Ejecutá el movimiento de forma controlada enfocándote en glúteos. Mantené la técnica correcta en todo momento.","Glúteos","Polea",,,,"[""glúteos"",""polea"",""pajaro""]","true","2026-08-21T15:13:31.911Z"
"cmt33a7vn0026ypj154oxb4wz","Peso muerto block pull","STRENGTH","Ejercicio de aislamiento de femoral con banda.","Posicionate correctamente con banda y ejecutá el movimiento para trabajar femoral. Respirá de forma constante.","Femoral","Banda",,,,"[""femoral"",""banda"",""peso_muerto""]","true","2026-08-21T15:13:32.003Z"
"cmt33a7y80027ypj1guuhvcx5","Hiperextensiones con banda","STRENGTH","Ejercicio de aislamiento de full body con máquina.","Ejecutá el movimiento de forma controlada enfocándote en full body. Mantené la técnica correcta en todo momento.","Full body","Máquina",,,,"[""full_body"",""máquina""]","true","2026-08-21T15:13:32.096Z"
