"exerciseId","exerciseName","type","equipment","muscleGroup","athlete","prompt","imageFile"
"cmtjc6rso00153iso5nd1dciu","Rotación de cadera unipodal","REHABILITATION","Peso corporal","Cadera","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Rotación de cadera unipodal"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting cadera muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6rso00153iso5nd1dciu.png"
"cmtjc6s4200193isooygwcmom","Extensión torácica con apoyo","REHABILITATION","Peso corporal","Columna torácica","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Extensión torácica con apoyo"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting columna torácica muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6s4200193isooygwcmom.png"
"cmtjc6sey001d3iso4whvlq8j","Extensión torácica contra pared","REHABILITATION","Peso corporal","Columna torácica","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Extensión torácica contra pared"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting columna torácica muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6sey001d3iso4whvlq8j.png"
"cmtjc6spx001h3iso2wervctj","Retracción de mentón","REHABILITATION","Peso corporal","Cuello","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Retracción de mentón"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting cuello muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6spx001h3iso2wervctj.png"
"cmtjc6t0y001l3isof6vaxbfx","Presión isométrica lateral de cuello","REHABILITATION","Peso corporal","Cuello","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Presión isométrica lateral de cuello"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting cuello muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6t0y001l3isof6vaxbfx.png"
"cmtjc6tec001p3iso6bvc8eey","Retracción cervical isométrica","REHABILITATION","Peso corporal","Cuello","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Retracción cervical isométrica"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting cuello muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6tec001p3iso6bvc8eey.png"
"cmtjc6tpk001t3isoq6lqd6b1","Apertura escapular con banda","REHABILITATION","Bandas","Espalda alta","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Apertura escapular con banda"" exactly as a real fitness coach would demonstrate it, using a resistance band under visible controlled tension, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting espalda alta muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6tpk001t3isoq6lqd6b1.png"
"cmtjc6u14001x3iso8wqyb1uy","Depresión escapular","REHABILITATION","Peso corporal","Escápulas y espalda alta","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Depresión escapular"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting escápulas y espalda alta muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6u14001x3iso8wqyb1uy.png"
"cmtjc6udw00213isoula61q94","Rotación externa de hombro con banda","REHABILITATION","Bandas","Hombros y manguito rotador","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Rotación externa de hombro con banda"" exactly as a real fitness coach would demonstrate it, using a resistance band under visible controlled tension, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting hombros y manguito rotador muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6udw00213isoula61q94.png"
"cmtjc6upw00253iso2laig65e","Apertura de hombros con banda","REHABILITATION","Bandas","Hombros y espalda alta","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Apertura de hombros con banda"" exactly as a real fitness coach would demonstrate it, using a resistance band under visible controlled tension, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting hombros y espalda alta muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6upw00253iso2laig65e.png"
"cmtjc6v2d00293iso855mi6md","Extensión de hombros con banda","REHABILITATION","Bandas","Hombros y espalda alta","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Extensión de hombros con banda"" exactly as a real fitness coach would demonstrate it, using a resistance band under visible controlled tension, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting hombros y espalda alta muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6v2d00293iso855mi6md.png"
"cmtjc6vdm002d3isoh08i2tgr","Cuádriceps isométrico","REHABILITATION","Peso corporal","Cuádriceps","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Cuádriceps isométrico"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting cuádriceps muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6vdm002d3isoh08i2tgr.png"
"cmtjc6vo9002h3isoiedme1z1","Sentadilla con talones elevados","REHABILITATION","Peso corporal","Rodillas y cuádriceps","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Sentadilla con talones elevados"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the lower-body movement clearly with knees tracking naturally over the feet and spine neutral, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting rodillas y cuádriceps muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6vo9002h3isoiedme1z1.png"
"cmtjc6vz6002l3isooniz3hze","Extensión plantar","REHABILITATION","Peso corporal","Pantorrillas y tobillos","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Extensión plantar"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting pantorrillas y tobillos muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6vz6002l3isooniz3hze.png"
"cmtjc6wa6002p3iso8bqhtja6","Estiramiento de tobillo","REHABILITATION","Peso corporal","Tobillos","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Estiramiento de tobillo"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting tobillos muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6wa6002p3iso8bqhtja6.png"
"cmtjc6wlc002t3iso7wjy5hea","Movilidad de tobillo con banda","REHABILITATION","Bandas","Tobillos","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Movilidad de tobillo con banda"" exactly as a real fitness coach would demonstrate it, using a resistance band under visible controlled tension, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting tobillos muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6wlc002t3iso7wjy5hea.png"
"cmtjc6wwa002x3iso54jdcny1","Gato vaca","REHABILITATION","Peso corporal","Columna y zona lumbar","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Gato vaca"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting columna y zona lumbar muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6wwa002x3iso54jdcny1.png"
"cmtjc6x7600313iso29aacibv","Elevación de torso","REHABILITATION","Peso corporal","Core y zona lumbar","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Elevación de torso"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, controlled rehabilitation exercise, precise low-intensity movement, neutral posture, therapeutic exercise setup, no explosive motion, show the target joint and alignment clearly, with low-load therapeutic positioning, targeting core y zona lumbar muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, medium-full body framing or close enough framing to clearly show the target joint, never crop the active body part, clean professional physiotherapy and fitness studio, uncluttered neutral floor, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6x7600313iso29aacibv.png"
"cmtjc6xkx00353isol0px3l3a","Carrera en zigzag","FUNCTIONAL","Peso corporal","Tren inferior","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Carrera en zigzag"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, functional fitness movement, athletic stance, coordinated full-body movement, controlled power output, show the complete exercise movement and the relevant body position clearly, targeting tren inferior muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6xkx00353isol0px3l3a.png"
"cmtjc6xvw00393isovvq5fl1g","Escalera de sprints","FUNCTIONAL","Peso corporal","Cuerpo completo","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Escalera de sprints"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, functional fitness movement, athletic stance, coordinated full-body movement, controlled power output, show the complete exercise movement and the relevant body position clearly, targeting cuerpo completo muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6xvw00393isovvq5fl1g.png"
"cmtjc6y7u003d3isoh6i94fx2","Cone Shuttle","FUNCTIONAL","Peso corporal","Tren inferior","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Cone Shuttle"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, functional fitness movement, athletic stance, coordinated full-body movement, controlled power output, show the complete exercise movement and the relevant body position clearly, targeting tren inferior muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6y7u003d3isoh6i94fx2.png"
"cmtjc6yk5003h3isobvdgzojj","Sprint reactivo","FUNCTIONAL","Peso corporal","Cuerpo completo","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Sprint reactivo"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, functional fitness movement, athletic stance, coordinated full-body movement, controlled power output, show the complete exercise movement and the relevant body position clearly, targeting cuerpo completo muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6yk5003h3isobvdgzojj.png"
"cmtjc6yz8003l3isov814xeb5","Marcha con rodillas elevadas","FUNCTIONAL","Peso corporal","Piernas","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Marcha con rodillas elevadas"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, functional fitness movement, athletic stance, coordinated full-body movement, controlled power output, show the complete exercise movement and the relevant body position clearly, targeting piernas muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6yz8003l3isov814xeb5.png"
"cmtjc6zae003p3isojfnjuez8","Plancha con paso lateral","FUNCTIONAL","Peso corporal","Core","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Plancha con paso lateral"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, functional fitness movement, athletic stance, coordinated full-body movement, controlled power output, make the torso and pelvis position clearly visible, with controlled core engagement, targeting core muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6zae003p3isojfnjuez8.png"
"cmtjc6znv003t3isoy8j5yz1z","Saltos con rodillas al pecho","FUNCTIONAL","Peso corporal","Piernas","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Saltos con rodillas al pecho"" exactly as a real fitness coach would demonstrate it, using bodyweight only, no external equipment, functional fitness movement, athletic stance, coordinated full-body movement, controlled power output, show the complete exercise movement and the relevant body position clearly, targeting piernas muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc6znv003t3isoy8j5yz1z.png"
"cmtjc7006003x3iso3codu0kr","Empuje de trineo","FUNCTIONAL","Trineo","Piernas","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Empuje de trineo"" exactly as a real fitness coach would demonstrate it, pushing or pulling a weighted sled with correct body alignment, functional fitness movement, athletic stance, coordinated full-body movement, controlled power output, show the pushing pattern clearly with controlled shoulder and elbow alignment, targeting piernas muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc7006003x3iso3codu0kr.png"
"cmtjc70dn00413iso3j51u0xi","Complex con barra","FUNCTIONAL","Barra","Cuerpo completo","Atleta Masculino 30s","Muscular man in his early 30s, short dark hair, clean shaven, wearing black athletic shorts and heather white tank top, athletic build, caucasian, performing the exercise ""Complex con barra"" exactly as a real fitness coach would demonstrate it, holding an Olympic barbell with appropriate weight plates, functional fitness movement, athletic stance, coordinated full-body movement, controlled power output, show the complete exercise movement and the relevant body position clearly, targeting cuerpo completo muscles, correct anatomical form, natural proportions, neutral spine when appropriate, realistic joint alignment, full-body three-quarter view, entire athlete and required equipment visible, modern clean commercial gym, modern clean fitness studio, bright neutral studio lighting with defined natural shadows, professional fitness photography, realistic skin and anatomy, sharp focus on the athlete, subtly blurred background, photorealistic, high detail, 4K quality, no text, no captions, no watermark, no logos, no duplicate limbs, no extra fingers, no deformed hands, no duplicated equipment, no anatomically impossible pose","cmtjc70dn00413iso3j51u0xi.png"
